"path_id","criteria","criteria_item","hr_os","selog_hr_os","hr_pfs","selog_hr_pfs","ae","number_of_patients","ease","g_index","pareto_os","sucra_os","pareto_pfs","sucra_pfs"
"C1026","ANC, Autoimmune_disease","2, 11",0.78465994720759,0.335284778107125,0.61423412461454,0.331700922853766,0.155620507149064,14506,0.328673096739812,0.996721252834633,1,47.1571269132653,1,41.3392299687825
"C1538","ANC, Hepatitis_B_C, Autoimmune_disease","2, 10, 11",0.78463339594377,0.337103189431138,0.613347431645126,0.333529370682919,0.155615269106144,14499,0.330185930553929,0.997120882135487,1,46.8374521683673,1,40.667924037461
"C1830","ANC, Platelets, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 3, 6, 9, 10, 11",0.786983321421368,0.327490631798273,0.615066277074869,0.323681266465288,0.154352186121141,14263,0.323445580906872,0.996049550956633,1,46.7730389030612,1,40.9528485952133
"C1574","ANC, Platelets, Total_bilirubin, Hepatitis_B_C, Autoimmune_disease","2, 3, 6, 10, 11",0.78582358727854,0.335938075152362,0.617526035122408,0.332259172086109,0.154713360518111,14315,0.326105902466455,0.995558961011214,1,46.6818399234694,1,40.2004422476587
"C1794","ANC, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 9, 10, 11",0.784847606307296,0.330759493048176,0.612245652795472,0.327090012592836,0.155261279835063,14447,0.326784688280375,0.996828781709254,1,46.6804846938775,1,41.2834287200833
"C1282","ANC, HIV_v2, Autoimmune_disease","2, 9, 11",0.785786953706603,0.33005173200908,0.613122608087488,0.326376400390609,0.155266703653797,14454,0.325880698307128,0.996494800523831,1,46.5453603316327,1,41.1568028095734
"C258","ANC, HIV_v2","2, 9",0.789047736762169,0.329171733482453,0.6201646365784,0.325532981861745,0.155562589017254,14499,0.322385905816516,0.998669621824097,1,46.4722576530612,0,2.7429138048837
"C2","ANC","2",0.791101226951967,0.335267309370655,0.624207163833925,0.331713065441042,0.155914826498426,14551,0.323742343029465,0.999148999153875,1,46.4693080357143,1,39.9030957336108
"C1846","ANC, Platelets, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 3, 5, 6, 9, 10, 11",0.791909416737499,0.314153478093798,0.616611301147879,0.309989225161532,0.154190034950822,14071,0.311233927907102,0.994556649118166,1,46.4485012755102,1,40.5443548387097
"C290","ANC, Total_bilirubin, HIV_v2","2, 6, 9",0.789018354453721,0.330156663021488,0.61583044480397,0.326467554394086,0.155203943706762,14418,0.32505929525615,0.998463049114664,1,46.3670280612245,0,2.8004628481648
"C1536","Hepatitis_B_C, Autoimmune_disease","10, 11",0.795706666184346,0.334516991180941,0.618393082073614,0.330936424176788,0.15542244640605,14539,0.325530554569192,0.997090492624291,1,46.3390465561225,1,40.7035639958377
"C294","ANC, Platelets, Total_bilirubin, HIV_v2","2, 3, 6, 9",0.787513795469008,0.326147705052467,0.622555569269993,0.322350222593951,0.154658981748321,14315,0.317698545521836,0.998437655023243,1,46.3375318877551,0,2.7257847953647
"C1826","ANC, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 6, 9, 10, 11",0.78780182961028,0.333512151528283,0.608916217149879,0.329840488581504,0.154900398406378,14366,0.330612348714756,0.995675567000245,1,46.2748724489796,1,42.2829084287201
"C1314","ANC, Total_bilirubin, HIV_v2, Autoimmune_disease","2, 6, 9, 11",0.787651602737771,0.331665173411114,0.60935304784307,0.32797256853687,0.154906021025809,14373,0.329159075739742,0.995279008705352,1,46.1151945153061,1,41.8534729448491
"C1280","HIV_v2, Autoimmune_disease","9, 11",0.790848991835852,0.326876089013063,0.614546570998754,0.323186267212413,0.155074296553911,14494,0.323326447541861,0.996535748840781,1,46.0008769132653,1,40.8377341311134
"C1286","ANC, Platelets, HIV_v2, Autoimmune_disease","2, 3, 9, 11",0.793651427054457,0.323249412130722,0.621500207459755,0.319436597791993,0.154613665389526,14346,0.316894614243064,0.996779888240641,1,45.9787149234694,1,40.2203433922997
"C1030","ANC, Platelets, Autoimmune_disease","2, 3, 11",0.789947460783174,0.329467559451423,0.621043284654614,0.325758908511698,0.15497215592681,14398,0.321319794239427,0.996578239623187,1,45.9198022959184,0,2.74721013382479
"C1792","HIV_v2, Hepatitis_B_C, Autoimmune_disease","9, 10, 11",0.79425534536538,0.326078087269693,0.615993836968646,0.32237774471482,0.155068796457375,14487,0.321250644003111,0.996761916737779,1,45.874681122449,1,40.3098985431842
"C1318","ANC, Platelets, Total_bilirubin, HIV_v2, Autoimmune_disease","2, 3, 6, 9, 11",0.78792915339121,0.327568990920036,0.61534885133914,0.323763163813979,0.154358110817093,14270,0.323260178099207,0.995632941838,1,45.8696588010204,1,40.906087408949
"C1062","ANC, Platelets, Total_bilirubin, Autoimmune_disease","2, 3, 6, 11",0.786233434510291,0.333506713932125,0.617219425677583,0.329800196739459,0.15471909214417,14322,0.324890179896672,0.995180616878157,1,45.8447863520408,1,40.8344823100936
"C1542","ANC, Platelets, Hepatitis_B_C, Autoimmune_disease","2, 3, 10, 11",0.788890915876585,0.32990185027699,0.621003621164233,0.326194746757273,0.154966571155683,14391,0.321474809403217,0.996965524307441,1,45.8097895408163,0,2.76802260046063
"C1798","ANC, Platelets, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 3, 9, 10, 11",0.793541329342024,0.325253654840452,0.621359100292624,0.32146048095831,0.154607890113398,14339,0.318242277008345,0.997036986384813,1,45.7948820153061,1,39.8489854318418
"C774","ANC, Platelets, HIV_v2, Hepatitis_B_C","2, 3, 9, 10",0.792797194039363,0.325273927932797,0.627181843558353,0.321514252464951,0.154919470578854,14383,0.315696535335825,0.998631194960455,1,45.7055165816327,0,2.68617605880105
"C1954","ANC, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 6, 8, 9, 10, 11",0.792354412670071,0.299399149089718,0.613877551956431,0.294597626948538,0.150313698152663,13082,0.294488503299357,0.982007983719704,1,45.6996173469388,1,41.582401144641
"C1316","Platelets, Total_bilirubin, HIV_v2, Autoimmune_disease","3, 6, 9, 11",0.793928835855743,0.323584289532016,0.617718319284401,0.319746583316254,0.154351132815623,14294,0.318516991941475,0.995768959986849,1,45.6827965561225,1,40.2708116545265
"C1844","Platelets, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 5, 6, 9, 10, 11",0.794637118740191,0.310147800051565,0.617254262267198,0.305946486842342,0.154127100073047,14093,0.30866986749415,0.994449731512549,1,45.6777742346939,1,40.0851326742976
"C1024","Autoimmune_disease","11",0.797018090515198,0.332168601397683,0.619842445181036,0.328567812971668,0.155427761147001,14546,0.323022603246087,0.996829631020215,1,45.6720344387755,1,40.2607310093652
"C1958","ANC, Platelets, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 3, 6, 8, 9, 10, 11",0.794950812933614,0.29296190040812,0.61858704528441,0.287997013033021,0.14997368882652,12993,0.287413559143602,0.98233124985392,1,45.6632653061225,1,40.1463969823101
"C1698","ANC, Total_bilirubin, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","2, 6, 8, 10, 11",0.793948511555564,0.304967041131625,0.615106272920206,0.300288085680009,0.150759878419452,13129,0.297280891303529,0.98236944799328,1,45.6262755102041,1,40.9474505723205
"C514","ANC, Hepatitis_B_C","2, 10",0.789546008654724,0.335216781467853,0.623084177328173,0.331659053557901,0.155922038980505,14543,0.324688360037076,0.999189378149602,1,45.6224489795918,0,2.7246426989749
"C262","ANC, Platelets, HIV_v2","2, 3, 9",0.793488962792211,0.323544705370826,0.626701059561764,0.319763569882647,0.154912742051159,14391,0.314256235126657,0.998650781205219,1,45.6028380102041,0,2.71050333452082
"C1294","ANC, Platelets, Hemoglobin, HIV_v2, Autoimmune_disease","2, 3, 4, 9, 11",0.795579888876032,0.30473777936596,0.618369027444492,0.30043430354653,0.154054275641548,13937,0.309826845351498,0.993901511280695,1,45.5983737244898,1,40.6961498439126
"C0","","",0.79816118719252,0.332532070237437,0.62555011793174,0.328972044316463,0.155721588674793,14591,0.321273933304585,1,1,45.5906409438775,1,40.0670525494277
"C1410","ANC, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 8, 9, 11",0.796287555084153,0.298701230303743,0.616748058967143,0.2939492401094,0.150732426107304,13162,0.293480364612014,0.982202113994027,1,45.5726243622449,1,40.9017950052029
"C1334","ANC, Platelets, ALT_AST, Total_bilirubin, HIV_v2, Autoimmune_disease","2, 3, 5, 6, 9, 11",0.790887280732625,0.312643067194987,0.616507963596562,0.308466486464723,0.154196116662605,14078,0.310173816999327,0.994185555332438,1,45.5606664540816,1,40.6502341311134
"C674","ANC, Total_bilirubin, CNS_metastasis, Hepatitis_B_C","2, 6, 8, 10",0.799330412762968,0.307262686695698,0.622198505423764,0.302647377221543,0.151057925771768,13166,0.293464951210106,0.983134778691051,1,45.5418526785714,0,2.72133768479547
"C1442","ANC, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 6, 8, 9, 11",0.793828700293861,0.299240350202833,0.615068687759775,0.29443192968987,0.150261324041809,13087,0.294314109369207,0.982041254479709,1,45.5200892857143,1,40.8266129032258
"C302","ANC, Platelets, Hemoglobin, Total_bilirubin, HIV_v2","2, 3, 4, 6, 9",0.800323987402753,0.315380130742353,0.627323845575747,0.311210135473788,0.153991613911039,13910,0.310703115193205,0.996112665128405,1,45.4756058673469,1,39.6156997918835
"C1300","Platelets, ALT_AST, HIV_v2, Autoimmune_disease","3, 5, 9, 11",0.797858668736668,0.311488031654596,0.618639525014077,0.307334099139392,0.154312505052142,14155,0.309595326082015,0.993823052900496,1,45.4709821428571,1,40.473855359001
"C1446","ANC, Platelets, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 3, 6, 8, 9, 11",0.796364749195573,0.29226706123904,0.619757666556335,0.287287421233135,0.14992109416097,12998,0.286603719969792,0.98233159548841,1,45.4701849489796,1,40.1754032258064
"C1838","ANC, Platelets, Hemoglobin, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 3, 4, 6, 9, 10, 11",0.796811780589458,0.310322162612443,0.617910611689099,0.306051516937921,0.153744747466429,13860,0.31249979694518,0.993091447719421,1,45.4131855867347,1,41.1051638917794
"C1326","ANC, Platelets, Hemoglobin, Total_bilirubin, HIV_v2, Autoimmune_disease","2, 3, 4, 6, 9, 11",0.795961105725874,0.309137116875002,0.617728378726497,0.30485232710979,0.153751132339625,13867,0.311090628984621,0.992835709130163,1,45.4025829081633,1,40.662005723205
"C1828","Platelets, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 6, 9, 10, 11",0.795598962266519,0.322215566382761,0.61937994522296,0.318359841792813,0.154345214257108,14287,0.315928246895777,0.996184998905226,1,45.4014668367347,1,40.3415712799167
"C1922","ANC, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 8, 9, 10, 11",0.795638763637089,0.297685706998615,0.615803427491039,0.292917178183863,0.150784704760255,13157,0.293380247526911,0.982111744246321,1,45.3924585459184,1,41.1272112382934
"C1186","ANC, Total_bilirubin, CNS_metastasis, Autoimmune_disease","2, 6, 8, 11",0.794386787052715,0.305122787591153,0.61578073780287,0.300447828341051,0.150707526695026,13134,0.297410461282588,0.982386230599542,1,45.366868622449,1,41.3773413111342
"C800","Total_bilirubin, HIV_v2, Hepatitis_B_C","6, 9, 10",0.798755657985309,0.325981731971231,0.619459783586788,0.322269791108616,0.155030149158995,14449,0.319385831216185,0.998573894266929,1,45.3659119897959,1,40.0457856399584
"C1154","ANC, CNS_metastasis, Autoimmune_disease","2, 8, 11",0.798613201303436,0.303527262837439,0.619893418148007,0.298884905207012,0.151174844505874,13209,0.294290322096282,0.982637439798409,1,45.3614477040816,1,40.4805541103018
"C1332","Platelets, ALT_AST, Total_bilirubin, HIV_v2, Autoimmune_disease","3, 5, 6, 9, 11",0.796124135209613,0.308522921302151,0.617301270557524,0.304308469163384,0.154133203536947,14100,0.307039780054013,0.994073130008494,1,45.3494897959184,1,40.514633194589
