"path_id","criteria","hr_os","selog_hr_os","hr_pfs","selog_hr_pfs","ae","number_of_patients","ease","g_index","sucra_os","sucra_pfs"
"C346","Neutrophils, Hemoglobin, Bilirubin, CNS_Metastasis, blood_pressure_systolic, ECOG_v1",0.434595812731728,0.674622876857143,0.567490142314045,0.65868615228822,0.16025350837483,4905,0.573268958799654,0.884586822111077,11.9557762145996,11.2678642272949
"C410","Neutrophils, Hemoglobin, Bilirubin, blood_pressure_diastolic, blood_pressure_systolic, ECOG_v1",0.435947646711798,0.67335384865168,0.566351996466213,0.657362228923316,0.160407239819005,4906,0.572550700408034,0.884303535593571,11.88134765625,11.2430267333984
"C474","Neutrophils, Hemoglobin, Bilirubin, CNS_Metastasis, blood_pressure_diastolic, blood_pressure_systolic, ECOG_v1",0.434540502206882,0.673543620963372,0.567212117861974,0.657577379863399,0.16025350837483,4904,0.572597832834694,0.884472873225061,11.855842590332,11.1741790771484
"C282","Neutrophils, Hemoglobin, Bilirubin, blood_pressure_systolic, ECOG_v1",0.436291673302399,0.674205089850638,0.566999641413503,0.658240759820605,0.160407239819005,4907,0.573611779699902,0.884431960333566,11.845287322998,11.1994667053223
"C378","Neutrophils, Hemoglobin, Bilirubin, AST, CNS_Metastasis, blood_pressure_systolic, ECOG_v1",0.449790134559424,0.690153230150961,0.576756426983307,0.674365716177295,0.160018235696376,4867,0.581218958457346,0.88390399927142,11.6003570556641,11.0690650939941
"C442","Neutrophils, Hemoglobin, Bilirubin, AST, blood_pressure_diastolic, blood_pressure_systolic, ECOG_v1",0.450609727746684,0.681662065049433,0.573092303191562,0.665657898003167,0.16017316017316,4868,0.577264834347767,0.883673798429089,11.5551643371582,11.0911140441895
"C314","Neutrophils, Hemoglobin, Bilirubin, AST, blood_pressure_systolic, ECOG_v1",0.450642874819779,0.682919875748355,0.57325406051599,0.666948631911423,0.16017316017316,4869,0.578093254164418,0.883811444615581,11.5546073913574,11.0922470092773
"C26","Neutrophils, Hemoglobin, Bilirubin, ECOG_v1",0.461227305950235,0.616771778524892,0.60169895169582,0.599347935271751,0.161101083032491,4922,0.508573736082615,0.886276488614008,11.5275993347168,10.7962188720703
"C506","Neutrophils, Hemoglobin, Bilirubin, AST, CNS_Metastasis, blood_pressure_diastolic, blood_pressure_systolic, ECOG_v1",0.451578372715258,0.686171861183242,0.575785665985936,0.670277172717945,0.160018235696376,4866,0.579609894332489,0.883802588653924,11.524600982666,11.0388679504395
"C218","Neutrophils, Hemoglobin, Bilirubin, CNS_Metastasis, blood_pressure_diastolic, ECOG_v1",0.459272079292638,0.617807937101049,0.599835826206831,0.600404591438611,0.160758636261007,4918,0.510023564103758,0.886269265839265,11.5119552612305,10.7786140441895
"C122","Neutrophils, Hemoglobin, Bilirubin, AST, CNS_Metastasis, ECOG_v1",0.465997417951083,0.635463437584909,0.598379648943962,0.618302478808125,0.160718345078427,4882,0.524834877395922,0.884926815809864,11.4914054870605,10.9151229858398
"C90","Neutrophils, Hemoglobin, Bilirubin, CNS_Metastasis, ECOG_v1",0.457093480371607,0.619007960348929,0.600654654165018,0.601653785300608,0.160948081264108,4920,0.510691571437597,0.886337459325209,11.4909591674805,10.6981048583984
"C339","Histology_NonSquamous, Neutrophils, Bilirubin, CNS_Metastasis, blood_pressure_systolic, ECOG_v1",0.463362468534371,0.671933039441254,0.573189931432057,0.654241022050808,0.144927536231884,2773,0.559965851282353,0.638735313028752,11.4759941101074,11.2503547668457
"C154","Neutrophils, Hemoglobin, Bilirubin, blood_pressure_diastolic, ECOG_v1",0.461095296572523,0.615116329798793,0.60157612596517,0.59764323225846,0.160911758068156,4920,0.507304638584672,0.886179671014833,11.4213485717773,10.6848220825195
"C403","Histology_NonSquamous, Neutrophils, Bilirubin, blood_pressure_diastolic, blood_pressure_systolic, ECOG_v1",0.46242403079328,0.672502922199004,0.571098456050514,0.654815300561246,0.145271629778672,2773,0.562379438474568,0.638565635387612,11.3929252624512,11.1760864257812
"C338","Neutrophils, Bilirubin, CNS_Metastasis, blood_pressure_systolic, ECOG_v1",0.470450619034957,0.65203673154331,0.605045524703154,0.636416204976792,0.160184574818721,5064,0.536472086162215,0.888355235452781,11.3691520690918,10.7752075195312
"C186","Neutrophils, Hemoglobin, Bilirubin, AST, blood_pressure_diastolic, ECOG_v1",0.468753125902937,0.628591263350802,0.601836917442633,0.611209317340765,0.160681818181818,4882,0.517681613758166,0.884727005180992,11.3578910827637,10.7748184204102
"C466","Neutrophils, Bilirubin, CNS_Metastasis, blood_pressure_diastolic, blood_pressure_systolic, ECOG_v1",0.470140914539106,0.649776843878883,0.604364704964037,0.634096616135799,0.160184574818721,5063,0.534911629418076,0.888279986990177,11.3307266235352,10.7397727966309
"C250","Neutrophils, Hemoglobin, Bilirubin, AST, CNS_Metastasis, blood_pressure_diastolic, ECOG_v1",0.469498356765003,0.628013152593736,0.604522258234565,0.610630156488404,0.160527512505684,4880,0.516906640539333,0.884740320160521,11.328254699707,10.7173652648926
"C402","Neutrophils, Bilirubin, blood_pressure_diastolic, blood_pressure_systolic, ECOG_v1",0.470611273313819,0.651512184771775,0.603134148090702,0.635867393697418,0.160333845815946,5065,0.536027680163026,0.888383827958573,11.3263092041016,10.7640419006348
"C58","Neutrophils, Hemoglobin, Bilirubin, AST, ECOG_v1",0.469054684752082,0.630009502832471,0.602276693998406,0.612673574689048,0.160872528970689,4884,0.518778562041938,0.88492650493189,11.2784004211426,10.692798614502
