"path_id","criteria","criteria_item","hr_os","selog_hr_os","ae","number_of_patients","ease","g_index","pareto_os","sucra_os"
"C0","","",0.73731750287987,0.0966672761777364,0.272855133614627,791,0.123591552036529,1,1,39.5861468144744
"C1463","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 3, 5, 6, 8, 9, 11",0.767126991251217,0.0860092895056802,0.21969696969697,1675,0.0394934197789207,0.469345546471789,1,35.6231660816646
"C1975","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 5, 6, 8, 9, 10, 11",0.767126991251217,0.0860092895056802,0.21969696969697,1675,0.0394934197789207,0.469345546471789,1,35.5745814499634
"C1527","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 3, 5, 6, 7, 8, 9, 11",0.767126991251217,0.0860092895056802,0.21969696969697,1675,0.0394934197789207,0.469345546471789,1,35.5150880028282
"C1947","ECOG, ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 4, 5, 8, 9, 10, 11",0.767633257865948,0.0878555404150837,0.219426974143955,1655,0.0317861823083958,0.47848048071804,1,35.5054417817732
"C2039","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 5, 6, 7, 8, 9, 10, 11",0.767126991251217,0.0860092895056802,0.21969696969697,1675,0.0394934197789207,0.469345546471789,1,35.3932981490366
"C1499","ECOG, ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 4, 5, 7, 8, 9, 11",0.767633257865948,0.0878555404150837,0.219426974143955,1655,0.0317861823083958,0.47848048071804,1,35.3565314007222
"C1435","ECOG, ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 4, 5, 8, 9, 11",0.767633257865948,0.0878555404150837,0.219426974143955,1655,0.0317861823083958,0.47848048071804,1,35.3440064644832
"C2035","ECOG, ANC, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 5, 6, 7, 8, 9, 10, 11",0.768854024956585,0.0849528971426785,0.21928038017651,1701,0.0241308370737574,0.46541692703534,1,35.2991591121436
"C1971","ECOG, ANC, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 5, 6, 8, 9, 10, 11",0.768854024956585,0.0849528971426785,0.21928038017651,1701,0.0241308370737574,0.46541692703534,1,35.2870887098811
"C1523","ECOG, ANC, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 5, 6, 7, 8, 9, 11",0.768854024956585,0.0849528971426785,0.21928038017651,1701,0.0241308370737574,0.46541692703534,1,35.2545390267923
"C2011","ECOG, ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 4, 5, 7, 8, 9, 10, 11",0.767633257865948,0.0878555404150837,0.219426974143955,1655,0.0317861823083958,0.47848048071804,1,35.2148178076311
"C1459","ECOG, ANC, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 5, 6, 8, 9, 11",0.768854024956585,0.0849528971426785,0.21928038017651,1701,0.0241308370737574,0.46541692703534,1,35.0827251837075
"C499","ECOG, ANC, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 5, 6, 7, 8, 9",0.775618417660963,0.084885825347745,0.219131614654003,1703,0.0186992294962891,0.465025215842444,1,34.2828211408803
"C1011","ECOG, ANC, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 5, 6, 7, 8, 9, 10",0.775618417660963,0.084885825347745,0.219131614654003,1703,0.0186992294962891,0.465025215842444,1,34.1813590565895
"C435","ECOG, ANC, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2","1, 2, 5, 6, 8, 9",0.775618417660963,0.084885825347745,0.219131614654003,1703,0.0186992294962891,0.465025215842444,1,34.1777480366657
"C947","ECOG, ANC, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 5, 6, 8, 9, 10",0.775618417660963,0.084885825347745,0.219131614654003,1703,0.0186992294962891,0.465025215842444,1,34.1316128380596
"C1969","ECOG, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 5, 6, 8, 9, 10, 11",0.776363917027633,0.0848661939810159,0.220189701897019,1707,0.0272159079262813,0.465889955158114,1,34.0184338779324
"C1457","ECOG, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 5, 6, 8, 9, 11",0.776363917027633,0.0848661939810159,0.220189701897019,1707,0.0272159079262813,0.465889955158114,1,33.9985353905204
"C2033","ECOG, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 5, 6, 7, 8, 9, 10, 11",0.776363917027633,0.0848661939810159,0.220189701897019,1707,0.0272159079262813,0.465889955158114,1,33.888664427666
"C1521","ECOG, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 5, 6, 7, 8, 9, 11",0.776363917027633,0.0848661939810159,0.220189701897019,1707,0.0272159079262813,0.465889955158114,1,33.8629327542234
"C923","ECOG, ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 4, 5, 8, 9, 10",0.774741838247762,0.109887034311244,0.219120725750175,1658,0.0583929003116355,0.477932057051286,1,33.5549607333148
"C411","ECOG, ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2","1, 2, 4, 5, 8, 9",0.774741838247762,0.109887034311244,0.219120725750175,1658,0.0583929003116355,0.477932057051286,1,33.5113002196914
"C987","ECOG, ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 4, 5, 7, 8, 9, 10",0.774741838247762,0.109887034311244,0.219120725750175,1658,0.0583929003116355,0.477932057051286,1,33.173000681801
"C475","ECOG, ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 4, 5, 7, 8, 9",0.774741838247762,0.109887034311244,0.219120725750175,1658,0.0583929003116355,0.477932057051286,1,33.119188909371
"C2005","ECOG, Platelets, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 5, 7, 8, 9, 10, 11",0.782286160791689,0.0851327823707516,0.219028062970568,1688,0.0259021723530408,0.470863090075047,1,33.0171207797783
"C2007","ECOG, ANC, Platelets, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 5, 7, 8, 9, 10, 11",0.781870849264578,0.0852354508940801,0.218642906100069,1683,0.0291893389317481,0.470464763695464,1,32.9726522057524
"C1429","ECOG, Platelets, ALT_AST, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 5, 8, 9, 11",0.782286160791689,0.0851327823707516,0.219028062970568,1688,0.0259021723530408,0.470863090075047,1,32.9467437690967
"C1943","ECOG, ANC, Platelets, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 5, 8, 9, 10, 11",0.781870849264578,0.0852354508940801,0.218642906100069,1683,0.0291893389317481,0.470464763695464,1,32.8910633569859
"C1941","ECOG, Platelets, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 5, 8, 9, 10, 11",0.782286160791689,0.0851327823707516,0.219028062970568,1688,0.0259021723530408,0.470863090075047,1,32.8659629807328
"C419","ECOG, ANC, Total_bilirubin, CNS_metastasis, HIV_v2","1, 2, 6, 8, 9",0.783688687828214,0.0837579621742999,0.220361687876758,1726,0.0115299548097092,0.471086131896242,1,32.8176056160198
"C1495","ECOG, ANC, Platelets, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 3, 5, 7, 8, 9, 11",0.781870849264578,0.0852354508940801,0.218642906100069,1683,0.0291893389317481,0.470464763695464,1,32.8137420772203
"C1431","ECOG, ANC, Platelets, ALT_AST, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 3, 5, 8, 9, 11",0.781870849264578,0.0852354508940801,0.218642906100069,1683,0.0291893389317481,0.470464763695464,1,32.7880356556653
"C2003","ECOG, ANC, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 5, 7, 8, 9, 10, 11",0.783815475970281,0.0845485562909762,0.218243243243243,1709,0.0212494407634192,0.466356939269393,1,32.7729855306684
"C1491","ECOG, ANC, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 5, 7, 8, 9, 11",0.783815475970281,0.0845485562909762,0.218243243243243,1709,0.0212494407634192,0.466356939269393,1,32.7477083912022
"C1493","ECOG, Platelets, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 5, 7, 8, 9, 11",0.782286160791689,0.0851327823707516,0.219028062970568,1688,0.0259021723530408,0.470863090075047,1,32.6950834574884
"C931","ECOG, ANC, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 6, 8, 9, 10",0.783688687828214,0.0837579621742999,0.220361687876758,1726,0.0115299548097092,0.471086131896242,1,32.6935683442337
"C1427","ECOG, ANC, ALT_AST, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 5, 8, 9, 11",0.783815475970281,0.0845485562909762,0.218243243243243,1709,0.0212494407634192,0.466356939269393,1,32.6708163935254
"C995","ECOG, ANC, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 6, 7, 8, 9, 10",0.783688687828214,0.0837579621742999,0.220361687876758,1726,0.0115299548097092,0.471086131896242,1,32.6472816343022
"C1989","ECOG, Platelets, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 7, 8, 9, 10, 11",0.784633964799737,0.0838803483022373,0.220121539500338,1712,0.0274397854681028,0.477305614546544,1,32.6098583369107
"C483","ECOG, ANC, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 6, 7, 8, 9",0.783688687828214,0.0837579621742999,0.220361687876758,1726,0.0115299548097092,0.471086131896242,1,32.5922072674932
"C1477","ECOG, Platelets, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 7, 8, 9, 11",0.784633964799737,0.0838803483022373,0.220121539500338,1712,0.0274397854681028,0.477305614546544,1,32.5774096613722
"C1413","ECOG, Platelets, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 8, 9, 11",0.784633964799737,0.0838803483022373,0.220121539500338,1712,0.0274397854681028,0.477305614546544,1,32.5734956187975
"C1939","ECOG, ANC, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 5, 8, 9, 10, 11",0.783815475970281,0.0845485562909762,0.218243243243243,1709,0.0212494407634192,0.466356939269393,1,32.5385470063887
"C1925","ECOG, Platelets, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 8, 9, 10, 11",0.784633964799737,0.0838803483022373,0.220121539500338,1712,0.0274397854681028,0.477305614546544,1,32.4995328400798
"C1489","ECOG, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 5, 7, 8, 9, 11",0.785973784769734,0.0843258093408103,0.219150370869858,1715,0.0137880123758718,0.466712524300124,1,32.4844322113078
"C1425","ECOG, ALT_AST, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 5, 8, 9, 11",0.785973784769734,0.0843258093408103,0.219150370869858,1715,0.0137880123758718,0.466712524300124,1,32.3918082876695
"C2001","ECOG, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 5, 7, 8, 9, 10, 11",0.785973784769734,0.0843258093408103,0.219150370869858,1715,0.0137880123758718,0.466712524300124,1,32.3917830357819
"C913","ECOG, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 5, 8, 9, 10",0.78761970269753,0.0842698892505863,0.218855218855219,1718,0.0111443789656112,0.466160179814918,1,32.1544657963183
"C1937","ECOG, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 5, 8, 9, 10, 11",0.785973784769734,0.0843258093408103,0.219150370869858,1715,0.0137880123758718,0.466712524300124,1,32.0167925052398
"C465","ECOG, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2","1, 5, 7, 8, 9",0.78761970269753,0.0842698892505863,0.218855218855219,1718,0.0111443789656112,0.466160179814918,1,31.9812125956415
"C401","ECOG, ALT_AST, CNS_metastasis, HIV_v2","1, 5, 8, 9",0.78761970269753,0.0842698892505863,0.218855218855219,1718,0.0111443789656112,0.466160179814918,1,31.9396479886872
"C481","ECOG, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","1, 6, 7, 8, 9",0.788068788407904,0.0835342104974533,0.221256684491978,1732,0.00650635974848846,0.471357603463552,1,31.8732102724679
"C929","ECOG, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 6, 8, 9, 10",0.788068788407904,0.0835342104974533,0.221256684491978,1732,0.00650635974848846,0.471357603463552,1,31.836292012828
"C417","ECOG, Total_bilirubin, CNS_metastasis, HIV_v2","1, 6, 8, 9",0.788068788407904,0.0835342104974533,0.221256684491978,1732,0.00650635974848846,0.471357603463552,1,31.8335395570819
"C993","ECOG, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 6, 7, 8, 9, 10",0.788068788407904,0.0835342104974533,0.221256684491978,1732,0.00650635974848846,0.471357603463552,1,31.7789702280245
"C977","ECOG, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 5, 7, 8, 9, 10",0.78761970269753,0.0842698892505863,0.218855218855219,1718,0.0111443789656112,0.466160179814918,1,31.7486932148178
"C1473","ECOG, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 7, 8, 9, 11",0.792084019613635,0.0832275177042072,0.220079787234043,1742,0.00682786419018511,0.472352473539286,1,31.3347137698543
"C1409","ECOG, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 8, 9, 11",0.792084019613635,0.0832275177042072,0.220079787234043,1742,0.00682786419018511,0.472352473539286,1,31.1525719047499
"C1475","ECOG, ANC, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 7, 8, 9, 11",0.792667087649926,0.0832273898188469,0.219187208527648,1736,0.0109303051830796,0.472160845471466,1,31.0973460266155
"C915","ECOG, ANC, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 5, 8, 9, 10",0.792974107433903,0.0845561767237504,0.217948717948718,1712,0.0121958167671268,0.465910464364878,1,31.0437615211737
"C979","ECOG, ANC, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 5, 7, 8, 9, 10",0.792974107433903,0.0845561767237504,0.217948717948718,1712,0.0121958167671268,0.465910464364878,1,31.0394939521729
"C1411","ECOG, ANC, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 8, 9, 11",0.792667087649926,0.0832273898188469,0.219187208527648,1736,0.0109303051830796,0.472160845471466,1,31.035832428474
"C467","ECOG, ANC, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 5, 7, 8, 9",0.792974107433903,0.0845561767237504,0.217948717948718,1712,0.0121958167671268,0.465910464364878,1,31.0150501249968
"C1923","ECOG, ANC, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 8, 9, 10, 11",0.792667087649926,0.0832273898188469,0.219187208527648,1736,0.0109303051830796,0.472160845471466,1,30.9984091310825
"C1985","ECOG, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 7, 8, 9, 10, 11",0.792084019613635,0.0832275177042072,0.220079787234043,1742,0.00682786419018511,0.472352473539286,1,30.998383879195
"C1921","ECOG, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 8, 9, 10, 11",0.792084019613635,0.0832275177042072,0.220079787234043,1742,0.00682786419018511,0.472352473539286,1,30.9625261988334
"C1987","ECOG, ANC, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 7, 8, 9, 10, 11",0.792667087649926,0.0832273898188469,0.219187208527648,1736,0.0109303051830796,0.472160845471466,1,30.8404585742784
"C403","ECOG, ANC, ALT_AST, CNS_metastasis, HIV_v2","1, 2, 5, 8, 9",0.792974107433903,0.0845561767237504,0.217948717948718,1712,0.0121958167671268,0.465910464364878,1,30.736395545567
"C899","ECOG, ANC, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 8, 9, 10",0.7970742790678,0.0832987117330453,0.218895542248836,1739,0.00718626518680265,0.471734855793594,1,30.2778970228025
"C451","ECOG, ANC, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 7, 8, 9",0.7970742790678,0.0832987117330453,0.218895542248836,1739,0.00718626518680265,0.471734855793594,1,30.272594126411
"C963","ECOG, ANC, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 7, 8, 9, 10",0.7970742790678,0.0832987117330453,0.218895542248836,1739,0.00718626518680265,0.471734855793594,1,30.2377970253276
"C387","ECOG, ANC, CNS_metastasis, HIV_v2","1, 2, 8, 9",0.7970742790678,0.0832987117330453,0.218895542248836,1739,0.00718626518680265,0.471734855793594,1,30.0770687608899
"C449","ECOG, Creatinine_v5, CNS_metastasis, HIV_v2","1, 7, 8, 9",0.798770879335628,0.0831460930194334,0.219787516600266,1745,0.000660839354092335,0.471919419131279,1,29.96224842807
"C961","ECOG, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 7, 8, 9, 10",0.798770879335628,0.0831460930194334,0.219787516600266,1745,0.000660839354092335,0.471919419131279,1,29.8780081311078
"C385","ECOG, CNS_metastasis, HIV_v2","1, 8, 9",0.798770879335628,0.0831460930194334,0.219787516600266,1745,0.000660839354092335,0.471919419131279,1,29.7433903184263
"C897","ECOG, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 8, 9, 10",0.798770879335628,0.0831460930194334,0.219787516600266,1745,0.000660839354092335,0.471919419131279,1,29.7411429004318
"C1416","Hemoglobin, CNS_metastasis, HIV_v2, Autoimmune_disease","4, 8, 9, 11",0.806195384563868,0.0810561131066634,0.21219226260258,1987,0.0607478637371819,0.476879751859051,1,28.662331759299
"C1992","Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","4, 7, 8, 9, 10, 11",0.806195384563868,0.0810561131066634,0.21219226260258,1987,0.0607478637371819,0.476879751859051,1,28.478548521502
"C1928","Hemoglobin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","4, 8, 9, 10, 11",0.806195384563868,0.0810561131066634,0.21219226260258,1987,0.0607478637371819,0.476879751859051,1,28.4238276811192
"C1480","Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","4, 7, 8, 9, 11",0.806195384563868,0.0810561131066634,0.21219226260258,1987,0.0607478637371819,0.476879751859051,1,28.3158758617207
"C1532","Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","3, 4, 5, 6, 7, 8, 9, 11",0.8092257018224,0.119789091716892,0.211608222490931,1916,0.0880822421578942,0.476197835333345,1,27.786672053736
"C1944","Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","4, 5, 8, 9, 10, 11",0.81103105402767,0.0890180948917708,0.211652794292509,1955,0.0533841989475874,0.474004793808519,1,27.6171056286457
"C1496","Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","4, 5, 7, 8, 9, 11",0.81103105402767,0.0890180948917708,0.211652794292509,1955,0.0533841989475874,0.474004793808519,1,27.5761218151057
"C1946","ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 4, 5, 8, 9, 10, 11",0.810766873549538,0.104253712550818,0.210839785586659,1948,0.0698640838178837,0.47460387681352,1,27.571248200803
"C2044","Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 4, 5, 6, 7, 8, 9, 10, 11",0.8092257018224,0.119789091716892,0.211608222490931,1916,0.0880822421578942,0.476197835333345,1,27.4812757253605
"C2008","Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","4, 5, 7, 8, 9, 10, 11",0.81103105402767,0.0890180948917708,0.211652794292509,1955,0.0533841989475874,0.474004793808519,1,27.4512512310295
"C1978","ANC, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 4, 5, 6, 8, 9, 10, 11",0.810221102655316,0.116020717473942,0.210652304009575,1938,0.0808561585613621,0.473466142963362,1,27.4363778692457
"C1468","Platelets, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","3, 4, 5, 6, 8, 9, 11",0.8092257018224,0.119789091716892,0.211608222490931,1916,0.0880822421578942,0.476197835333345,1,27.3907982121664
"C1498","ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 4, 5, 7, 8, 9, 11",0.810766873549538,0.104253712550818,0.210839785586659,1948,0.0698640838178837,0.47460387681352,1,27.3784247872528
"C1980","Platelets, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 4, 5, 6, 8, 9, 10, 11",0.8092257018224,0.119789091716892,0.211608222490931,1916,0.0880822421578942,0.476197835333345,1,27.3699401530264
"C1434","ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 4, 5, 8, 9, 11",0.810766873549538,0.104253712550818,0.210839785586659,1948,0.0698640838178837,0.47460387681352,1,27.3351935557183
"C1432","Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Autoimmune_disease","4, 5, 8, 9, 11",0.81103105402767,0.0890180948917708,0.211652794292509,1955,0.0533841989475874,0.474004793808519,1,27.2927198808111
"C1530","ANC, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 4, 5, 6, 7, 8, 9, 11",0.810221102655316,0.116020717473942,0.210652304009575,1938,0.0808561585613621,0.473466142963362,1,27.2773667331633
"C2010","ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 4, 5, 7, 8, 9, 10, 11",0.810766873549538,0.104253712550818,0.210839785586659,1948,0.0698640838178837,0.47460387681352,1,27.2657508648771
"C1466","ANC, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 4, 5, 6, 8, 9, 11",0.810221102655316,0.116020717473942,0.210652304009575,1938,0.0808561585613621,0.473466142963362,1,27.221534809727
"C2042","ANC, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 4, 5, 6, 7, 8, 9, 10, 11",0.810221102655316,0.116020717473942,0.210652304009575,1938,0.0808561585613621,0.473466142963362,1,27.17509658847
"C1482","ANC, Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 4, 7, 8, 9, 11",0.818896976560394,0.0884087324675783,0.211391661773341,1980,0.057557981412518,0.47710354959044,1,26.0612610792657
"C1418","ANC, Hemoglobin, CNS_metastasis, HIV_v2, Autoimmune_disease","2, 4, 8, 9, 11",0.818896976560394,0.0884087324675783,0.211391661773341,1980,0.057557981412518,0.47710354959044,1,26.0373222898412
"C1930","ANC, Hemoglobin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 4, 8, 9, 10, 11",0.818896976560394,0.0884087324675783,0.211391661773341,1980,0.057557981412518,0.47710354959044,1,25.9581828741698
"C1994","ANC, Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","2, 4, 7, 8, 9, 10, 11",0.818896976560394,0.0884087324675783,0.211391661773341,1980,0.057557981412518,0.47710354959044,1,25.9136132925936
"C392","Hemoglobin, CNS_metastasis, HIV_v2","4, 8, 9",0.822556854839428,0.077880468022287,0.211943793911007,1991,0.0421103877739193,0.477027849318527,1,25.7099820711598
"C474","ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2","2, 4, 5, 7, 8, 9",0.82289323741379,0.0848950073438028,0.210588935157644,1952,0.0388743392385278,0.47542127534249,1,25.618166207924
"C456","Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2","4, 7, 8, 9",0.822556854839428,0.077880468022287,0.211943793911007,1991,0.0421103877739193,0.477027849318527,1,25.4556955632434
"C904","Hemoglobin, CNS_metastasis, HIV_v2, Hepatitis_B_C","4, 8, 9, 10",0.822556854839428,0.077880468022287,0.211943793911007,1991,0.0421103877739193,0.477027849318527,1,25.4108482109038
"C968","Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","4, 7, 8, 9, 10",0.822556854839428,0.077880468022287,0.211943793911007,1991,0.0421103877739193,0.477027849318527,1,25.3636776849069
"C410","ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2","2, 4, 5, 8, 9",0.82289323741379,0.0848950073438028,0.210588935157644,1952,0.0388743392385278,0.47542127534249,1,25.3309007348299
"C922","ANC, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C","2, 4, 5, 8, 9, 10",0.82289323741379,0.0848950073438028,0.210588935157644,1952,0.0388743392385278,0.47542127534249,1,25.1822428726547
"C986","ANC, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","2, 4, 5, 7, 8, 9, 10",0.82289323741379,0.0848950073438028,0.210588935157644,1952,0.0388743392385278,0.47542127534249,1,25.1615363248403
"C506","ANC, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","2, 4, 5, 6, 7, 8, 9",0.824407251834575,0.108910518052083,0.210526315789474,1941,0.0674145162821884,0.474120863217546,1,24.9257341986313
