"path_id","criteria","criteria_item","hr_os","selog_hr_os","ae","number_of_patients","ease","g_index","pareto_os","sucra_os"
"C1311","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, HIV_v2, Autoimmune_disease","1, 2, 3, 4, 5, 9, 11",0.806405679971622,0.0863680982251524,0.220183486238532,1638,0.0106508977365887,0.486450188117509,0,3.48918760547328
"C291","ECOG, ANC, Total_bilirubin, HIV_v2","1, 2, 6, 9",0.805943450024276,0.0834019418670054,0.220961281708945,1733,0.0076496123211327,0.476367631426629,0,3.4889835842023
"C311","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, HIV_v2","1, 2, 3, 5, 6, 9",0.807156694675881,0.0855291760877236,0.220164609053498,1684,0.00407730346840474,0.47333164414175,0,3.48576262770017
"C1453","ECOG, Platelets, Hemoglobin, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 4, 6, 8, 9, 11",0.800149541560656,0.124170847748081,0.223001402524544,1649,0.0721378985083607,0.488582489785051,0,3.4852868712019
"C1375","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Creatinine_v5, HIV_v2, Autoimmune_disease","1, 2, 3, 4, 5, 7, 9, 11",0.806405679971622,0.0863680982251524,0.220183486238532,1638,0.0106508977365887,0.486450188117509,0,3.48136180680769
"C1779","ECOG, ANC, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","1, 2, 5, 6, 7, 8, 10, 11",0.808703986559135,0.0845734215980736,0.221173297370196,1715,0.0162957075644412,0.466452452191464,0,3.47821706514815
"C375","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2","1, 2, 3, 5, 6, 7, 9",0.807156694675881,0.0855291760877236,0.220164609053498,1684,0.00407730346840474,0.47333164414175,0,3.47787996103663
"C1203","ECOG, ANC, ALT_AST, Total_bilirubin, CNS_metastasis, Autoimmune_disease","1, 2, 5, 6, 8, 11",0.808703986559135,0.0845734215980736,0.221173297370196,1715,0.0162957075644412,0.466452452191464,0,3.47718699223693
"C1343","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2, Autoimmune_disease","1, 2, 3, 4, 5, 6, 9, 11",0.80593699423797,0.100827980156996,0.221119773210489,1631,0.0411815385421384,0.485890359660179,0,3.47441159943003
"C887","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 2, 3, 5, 6, 7, 9, 10",0.807156694675881,0.0855291760877236,0.220164609053498,1684,0.00407730346840474,0.47333164414175,0,3.46997853379645
"C1855","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 4, 5, 6, 9, 10, 11",0.80593699423797,0.100827980156996,0.221119773210489,1631,0.0411815385421384,0.485890359660179,0,3.46853572819911
"C1455","ECOG, ANC, Platelets, Hemoglobin, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 3, 4, 6, 8, 9, 11",0.80213719586271,0.127724317803767,0.222612359550562,1644,0.0757660602717589,0.488480116840249,0,3.46814468742974
"C1267","ECOG, ANC, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, Autoimmune_disease","1, 2, 5, 6, 7, 8, 11",0.808703986559135,0.0845734215980736,0.221173297370196,1715,0.0162957075644412,0.466452452191464,0,3.46483256625049
"C491","ECOG, ANC, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 4, 6, 7, 8, 9",0.800845831771635,0.122279152889637,0.221606648199446,1672,0.0705288828269044,0.484267693717445,0,3.46315671911518
"C1329","ECOG, ALT_AST, Total_bilirubin, HIV_v2, Autoimmune_disease","1, 5, 6, 9, 11",0.808819526996075,0.0844846422330179,0.220796758946658,1714,0.0108343471797652,0.470176329705155,0,3.46256341587889
"C2029","ECOG, Platelets, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 4, 6, 7, 8, 9, 10, 11",0.800149541560656,0.124170847748081,0.223001402524544,1649,0.0721378985083607,0.488582489785051,0,3.46153598117376
"C1407","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Autoimmune_disease","1, 2, 3, 4, 5, 6, 7, 9, 11",0.80593699423797,0.100827980156996,0.221119773210489,1631,0.0411815385421384,0.485890359660179,0,3.45911703932305
"C1715","ECOG, ANC, ALT_AST, Total_bilirubin, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","1, 2, 5, 6, 8, 10, 11",0.808703986559135,0.0845734215980736,0.221173297370196,1715,0.0162957075644412,0.466452452191464,0,3.45740806804461
"C939","ECOG, ANC, Hemoglobin, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 4, 6, 8, 9, 10",0.800845831771635,0.122279152889637,0.221606648199446,1672,0.0705288828269044,0.484267693717445,0,3.45729169384263
"C1905","ECOG, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 5, 6, 7, 9, 10, 11",0.808819526996075,0.0844846422330179,0.220796758946658,1714,0.0108343471797652,0.470176329705155,0,3.45725944910153
"C427","ECOG, ANC, Hemoglobin, Total_bilirubin, CNS_metastasis, HIV_v2","1, 2, 4, 6, 8, 9",0.800845831771635,0.122279152889637,0.221606648199446,1672,0.0705288828269044,0.484267693717445,0,3.45624579169487
"C1517","ECOG, Platelets, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 4, 6, 7, 8, 9, 11",0.800149541560656,0.124170847748081,0.223001402524544,1649,0.0721378985083607,0.488582489785051,0,3.45471270082245
"C1965","ECOG, Platelets, Hemoglobin, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 4, 6, 8, 9, 10, 11",0.800149541560656,0.124170847748081,0.223001402524544,1649,0.0721378985083607,0.488582489785051,0,3.45345281084737
"C447","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2","1, 2, 3, 4, 5, 6, 8, 9",0.798517524448797,0.134120066455342,0.220880681818182,1627,0.0816380374620187,0.480967665276016,0,3.4530180931105
"C1393","ECOG, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Autoimmune_disease","1, 5, 6, 7, 9, 11",0.808819526996075,0.0844846422330179,0.220796758946658,1714,0.0108343471797652,0.470176329705155,0,3.44733744913026
"C1841","ECOG, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 5, 6, 9, 10, 11",0.808819526996075,0.0844846422330179,0.220796758946658,1714,0.0108343471797652,0.470176329705155,0,3.44699594800858
"C1919","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 4, 5, 6, 7, 9, 10, 11",0.80593699423797,0.100827980156996,0.221119773210489,1631,0.0411815385421384,0.485890359660179,0,3.44064109580528
"C487","ECOG, ANC, Platelets, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 3, 6, 7, 8, 9",0.809103041799942,0.0854376938455362,0.22093813732155,1697,0.00786759411858418,0.475853536277835,0,3.43931143993582
"C1003","ECOG, ANC, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 4, 6, 7, 8, 9, 10",0.800845831771635,0.122279152889637,0.221606648199446,1672,0.0705288828269044,0.484267693717445,0,3.43912266163336
"C1420","Platelets, Hemoglobin, CNS_metastasis, HIV_v2, Autoimmune_disease","3, 4, 8, 9, 11",0.81227917202351,0.0782978810710008,0.212589073634204,1953,0.0657460448933001,0.481088664128597,0,3.43769451273653
"C999","ECOG, ANC, Platelets, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 3, 6, 7, 8, 9, 10",0.809103041799942,0.0854376938455362,0.22093813732155,1697,0.00786759411858418,0.475853536277835,0,3.4365298913147
"C1023","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 3, 4, 5, 6, 7, 8, 9, 10",0.798517524448797,0.134120066455342,0.220880681818182,1627,0.0816380374620187,0.480967665276016,0,3.4347751911307
"C959","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 3, 4, 5, 6, 8, 9, 10",0.798517524448797,0.134120066455342,0.220880681818182,1627,0.0816380374620187,0.480967665276016,0,3.43287333767367
"C353","ECOG, Total_bilirubin, Creatinine_v5, HIV_v2","1, 6, 7, 9",0.810439677320943,0.0833337686000261,0.221852098600932,1739,0.0141489789264539,0.476489990426528,0,3.43249871240886
"C423","ECOG, ANC, Platelets, Total_bilirubin, CNS_metastasis, HIV_v2","1, 2, 3, 6, 8, 9",0.809103041799942,0.0854376938455362,0.22093813732155,1697,0.00786759411858418,0.475853536277835,0,3.43152521436157
"C793","ECOG, Hemoglobin, ALT_AST, HIV_v2, Hepatitis_B_C","1, 4, 5, 9, 10",0.810534216890599,0.0849252983351986,0.220138888888888,1670,0.0146998611180131,0.482979264047594,0,3.42745065162225
"C315","ECOG, ANC, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2","1, 2, 4, 5, 6, 9",0.806845938873039,0.110505635555047,0.22027972027972,1656,0.056077145539629,0.482952247112108,0,3.42641090528869
"C801","ECOG, Total_bilirubin, HIV_v2, Hepatitis_B_C","1, 6, 9, 10",0.810439677320943,0.0833337686000261,0.221852098600932,1739,0.0141489789264539,0.476489990426528,0,3.42446596113219
"C935","ECOG, ANC, Platelets, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 2, 3, 6, 8, 9, 10",0.809103041799942,0.0854376938455362,0.22093813732155,1697,0.00786759411858418,0.475853536277835,0,3.42159852424614
"C511","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","1, 2, 3, 4, 5, 6, 7, 8, 9",0.798517524448797,0.134120066455342,0.220880681818182,1627,0.0816380374620187,0.480967665276016,0,3.42094718047587
"C281","ECOG, Hemoglobin, ALT_AST, HIV_v2","1, 4, 5, 9",0.810534216890599,0.0849252983351986,0.220138888888888,1670,0.0146998611180131,0.482979264047594,0,3.41873343243217
"C289","ECOG, Total_bilirubin, HIV_v2","1, 6, 9",0.810439677320943,0.0833337686000261,0.221852098600932,1739,0.0141489789264539,0.476489990426528,0,3.41809557282636
"C2031","ECOG, ANC, Platelets, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 4, 6, 7, 8, 9, 10, 11",0.80213719586271,0.127724317803767,0.222612359550562,1644,0.0757660602717589,0.488480116840249,0,3.41479136626538
"C865","ECOG, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 6, 7, 9, 10",0.810439677320943,0.0833337686000261,0.221852098600932,1739,0.0141489789264539,0.476489990426528,0,3.41427808861383
"C857","ECOG, Hemoglobin, ALT_AST, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 4, 5, 7, 9, 10",0.810534216890599,0.0849252983351986,0.220138888888888,1670,0.0146998611180131,0.482979264047594,0,3.41356577296947
"C1932","Platelets, Hemoglobin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 4, 8, 9, 10, 11",0.81227917202351,0.0782978810710008,0.212589073634204,1953,0.0657460448933001,0.481088664128597,0,3.40825799544997
"C1996","Platelets, Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 4, 7, 8, 9, 10, 11",0.81227917202351,0.0782978810710008,0.212589073634204,1953,0.0657460448933001,0.481088664128597,0,3.40818735015356
"C1519","ECOG, ANC, Platelets, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 2, 3, 4, 6, 7, 8, 9, 11",0.80213719586271,0.127724317803767,0.222612359550562,1644,0.0757660602717589,0.488480116840249,0,3.40322752270396
"C827","ECOG, ANC, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C","1, 2, 4, 5, 6, 9, 10",0.806845938873039,0.110505635555047,0.22027972027972,1656,0.056077145539629,0.482952247112108,0,3.40305926378221
"C1981","ECOG, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 4, 5, 6, 8, 9, 10, 11",0.806376667795974,0.115512559801905,0.221433640880056,1630,0.061307534340405,0.481355968633773,0,3.40286081205742
"C1469","ECOG, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 4, 5, 6, 8, 9, 11",0.806376667795974,0.115512559801905,0.221433640880056,1630,0.061307534340405,0.481355968633773,0,3.40101055018615
"C1484","Platelets, Hemoglobin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","3, 4, 7, 8, 9, 11",0.81227917202351,0.0782978810710008,0.212589073634204,1953,0.0657460448933001,0.481088664128597,0,3.39958240128932
"C1307","ECOG, ANC, Hemoglobin, ALT_AST, HIV_v2, Autoimmune_disease","1, 2, 4, 5, 9, 11",0.81270136286903,0.0852280279827905,0.219512195121951,1661,0.0131939636854093,0.483768044377923,0,3.39878771498815
"C379","ECOG, ANC, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2","1, 2, 4, 5, 6, 7, 9",0.806845938873039,0.110505635555047,0.22027972027972,1656,0.056077145539629,0.482952247112108,0,3.39868804942474
"C1967","ECOG, ANC, Platelets, Hemoglobin, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 4, 6, 8, 9, 10, 11",0.80213719586271,0.127724317803767,0.222612359550562,1644,0.0757660602717589,0.488480116840249,0,3.39677183240122
"C345","ECOG, Hemoglobin, ALT_AST, Creatinine_v5, HIV_v2","1, 4, 5, 7, 9",0.810534216890599,0.0849252983351986,0.220138888888888,1670,0.0146998611180131,0.482979264047594,0,3.39516047474812
"C1803","ECOG, ANC, Hemoglobin, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 4, 9, 10, 11",0.813909356197675,0.0837850468150636,0.220618556701031,1687,0.0104956756863441,0.489465801702857,0,3.39246921140209
"C2045","ECOG, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 3, 4, 5, 6, 7, 8, 9, 10, 11",0.806376667795974,0.115512559801905,0.221433640880056,1630,0.061307534340405,0.481355968633773,0,3.39116417878947
"C891","ECOG, ANC, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 2, 4, 5, 6, 7, 9, 10",0.806845938873039,0.110505635555047,0.22027972027972,1656,0.056077145539629,0.482952247112108,0,3.38980051937484
"C1763","ECOG, ANC, Total_bilirubin, Creatinine_v5, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","1, 2, 6, 7, 8, 10, 11",0.813445057172794,0.0837040457576643,0.22237017310253,1738,0.0216577588495417,0.47215625052857,0,3.38815603757861
"C1717","ECOG, Platelets, ALT_AST, Total_bilirubin, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","1, 3, 5, 6, 8, 10, 11",0.813265448050099,0.0879950220703243,0.222525597269625,1695,0.0270315979685392,0.470766185390851,0,3.38401141581089
"C821","ECOG, Platelets, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C","1, 3, 5, 6, 9, 10",0.813117554622453,0.0854340571226367,0.22054794520548,1689,0.00409928409222604,0.473740733172447,0,3.38032232429474
"C1783","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 5, 6, 7, 8, 10, 11",0.814130172097532,0.0854779269135385,0.221614227086184,1689,0.0179867621842214,0.470005534311864,0,3.37826247160631
"C1367","ECOG, ANC, Platelets, ALT_AST, Creatinine_v5, HIV_v2, Autoimmune_disease","1, 2, 3, 5, 7, 9, 11",0.813406700555707,0.0848684542092055,0.219262295081967,1690,0.00885183251222133,0.474690789657105,0,3.37580307726221
"C1251","ECOG, ANC, Total_bilirubin, Creatinine_v5, CNS_metastasis, Autoimmune_disease","1, 2, 6, 7, 8, 11",0.813445057172794,0.0837040457576643,0.22237017310253,1738,0.0216577588495417,0.47215625052857,0,3.37570223916276
"C1533","ECOG, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","1, 3, 4, 5, 6, 7, 8, 9, 11",0.806376667795974,0.115512559801905,0.221433640880056,1630,0.061307534340405,0.481355968633773,0,3.37444498739377
"C937","ECOG, Hemoglobin, Total_bilirubin, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 4, 6, 8, 9, 10",0.805648377331052,0.128892907848837,0.222529371112647,1678,0.0781059720502864,0.48413563674803,0,3.37402668516147
"C1883","ECOG, ANC, Hemoglobin, ALT_AST, Creatinine_v5, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 4, 5, 7, 9, 10, 11",0.81270136286903,0.0852280279827905,0.219512195121951,1661,0.0131939636854093,0.483768044377923,0,3.37395662613307
"C1819","ECOG, ANC, Hemoglobin, ALT_AST, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 4, 5, 9, 10, 11",0.81270136286903,0.0852280279827905,0.219512195121951,1661,0.0131939636854093,0.483768044377923,0,3.37155028904479
"C1269","ECOG, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, Autoimmune_disease","1, 3, 5, 6, 7, 8, 11",0.813265448050099,0.0879950220703243,0.222525597269625,1695,0.0270315979685392,0.470766185390851,0,3.37128558903374
"C319","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2","1, 2, 3, 4, 5, 6, 9",0.811626159780191,0.0980853358742525,0.220963172804533,1633,0.0367276947616633,0.485418733868372,0,3.37034609453161
"C383","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2","1, 2, 3, 4, 5, 6, 7, 9",0.811626159780191,0.0980853358742525,0.220963172804533,1633,0.0367276947616633,0.485418733868372,0,3.37016640338347
"C885","ECOG, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 3, 5, 6, 7, 9, 10",0.813117554622453,0.0854340571226367,0.22054794520548,1689,0.00409928409222604,0.473740733172447,0,3.36967393824663
"C1781","ECOG, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","1, 3, 5, 6, 7, 8, 10, 11",0.813265448050099,0.0879950220703243,0.222525597269625,1695,0.0270315979685392,0.470766185390851,0,3.36966016094816
"C1001","ECOG, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C","1, 4, 6, 7, 8, 9, 10",0.805648377331052,0.128892907848837,0.222529371112647,1678,0.0781059720502864,0.48413563674803,0,3.36781664115912
"C351","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Creatinine_v5, HIV_v2","1, 2, 3, 4, 5, 7, 9",0.813698736570932,0.0883428495149426,0.219873150105708,1641,0.0278924618554752,0.486007728576435,0,3.36578551560367
"C1371","ECOG, ANC, Hemoglobin, ALT_AST, Creatinine_v5, HIV_v2, Autoimmune_disease","1, 2, 4, 5, 7, 9, 11",0.81270136286903,0.0852280279827905,0.219512195121951,1661,0.0131939636854093,0.483768044377923,0,3.36498379408626
"C287","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, HIV_v2","1, 2, 3, 4, 5, 9",0.813698736570932,0.0883428495149426,0.219873150105708,1641,0.0278924618554752,0.486007728576435,0,3.36236024469655
"C1355","ECOG, ANC, Hemoglobin, Creatinine_v5, HIV_v2, Autoimmune_disease","1, 2, 4, 7, 9, 11",0.813909356197675,0.0837850468150636,0.220618556701031,1687,0.0104956756863441,0.489465801702857,0,3.36222481678392
"C1303","ECOG, ANC, Platelets, ALT_AST, HIV_v2, Autoimmune_disease","1, 2, 3, 5, 9, 11",0.813406700555707,0.0848684542092055,0.219262295081967,1690,0.00885183251222133,0.474690789657105,0,3.36209466528347
"C1815","ECOG, ANC, Platelets, ALT_AST, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 5, 9, 10, 11",0.813406700555707,0.0848684542092055,0.219262295081967,1690,0.00885183251222133,0.474690789657105,0,3.36141195617412
"C1500","Platelets, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Autoimmune_disease","3, 4, 5, 7, 8, 9, 11",0.812003460753109,0.100412118482961,0.211793020457281,1926,0.0664151185507524,0.477738456748331,0,3.35988443484789
"C489","ECOG, Hemoglobin, Total_bilirubin, Creatinine_v5, CNS_metastasis, HIV_v2","1, 4, 6, 7, 8, 9",0.805648377331052,0.128892907848837,0.222529371112647,1678,0.0781059720502864,0.48413563674803,0,3.35849703157845
"C863","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 2, 3, 4, 5, 7, 9, 10",0.813698736570932,0.0883428495149426,0.219873150105708,1641,0.0278924618554752,0.486007728576435,0,3.35696452697404
"C1187","ECOG, ANC, Total_bilirubin, CNS_metastasis, Autoimmune_disease","1, 2, 6, 8, 11",0.813445057172794,0.0837040457576643,0.22237017310253,1738,0.0216577588495417,0.47215625052857,0,3.35599014952473
"C1879","ECOG, ANC, Platelets, ALT_AST, Creatinine_v5, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 3, 5, 7, 9, 10, 11",0.813406700555707,0.0848684542092055,0.219262295081967,1690,0.00885183251222133,0.474690789657105,0,3.35412493781895
"C895","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 2, 3, 4, 5, 6, 7, 9, 10",0.811626159780191,0.0980853358742525,0.220963172804533,1633,0.0367276947616633,0.485418733868372,0,3.35381480203634
"C1189","ECOG, Platelets, Total_bilirubin, CNS_metastasis, Autoimmune_disease","1, 3, 6, 8, 11",0.815030097830936,0.0842663889725726,0.223870532703979,1715,0.0233954738223607,0.477161075969604,0,3.35284335592713
"C831","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C","1, 2, 3, 4, 5, 6, 9, 10",0.811626159780191,0.0980853358742525,0.220963172804533,1633,0.0367276947616633,0.485418733868372,0,3.35264930121249
"C1867","ECOG, ANC, Hemoglobin, Creatinine_v5, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 2, 4, 7, 9, 10, 11",0.813909356197675,0.0837850468150636,0.220618556701031,1687,0.0104956756863441,0.489465801702857,0,3.35239280895372
"C1207","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, CNS_metastasis, Autoimmune_disease","1, 2, 3, 5, 6, 8, 11",0.814130172097532,0.0854779269135385,0.221614227086184,1689,0.0179867621842214,0.470005534311864,0,3.35130264357044
"C313","ECOG, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2","1, 4, 5, 6, 9",0.809669196626256,0.117856988707323,0.221214235868807,1662,0.0653651075850097,0.482446814042691,0,3.35102328685889
"C1699","ECOG, ANC, Total_bilirubin, CNS_metastasis, Hepatitis_B_C, Autoimmune_disease","1, 2, 6, 8, 10, 11",0.813445057172794,0.0837040457576643,0.22237017310253,1738,0.0216577588495417,0.47215625052857,0,3.34977424284218
"C1205","ECOG, Platelets, ALT_AST, Total_bilirubin, CNS_metastasis, Autoimmune_disease","1, 3, 5, 6, 8, 11",0.813265448050099,0.0879950220703243,0.222525597269625,1695,0.0270315979685392,0.470766185390851,0,3.34904873616737
"C881","ECOG, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C","1, 5, 6, 7, 9, 10",0.814281786700532,0.0844699600645903,0.220647773279352,1716,0.0153013120650138,0.469869608219356,0,3.34872540935432
"C1291","ECOG, ANC, Hemoglobin, HIV_v2, Autoimmune_disease","1, 2, 4, 9, 11",0.813909356197675,0.0837850468150636,0.220618556701031,1687,0.0104956756863441,0.489465801702857,0,3.34865388465587
"C373","ECOG, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2","1, 3, 5, 6, 7, 9",0.813117554622453,0.0854340571226367,0.22054794520548,1689,0.00409928409222604,0.473740733172447,0,3.34756225360254
"C817","ECOG, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C","1, 5, 6, 9, 10",0.814281786700532,0.0844699600645903,0.220647773279352,1716,0.0153013120650138,0.469869608219356,0,3.34659754957556
"C1948","Platelets, Hemoglobin, ALT_AST, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 4, 5, 8, 9, 10, 11",0.812003460753109,0.100412118482961,0.211793020457281,1926,0.0664151185507524,0.477738456748331,0,3.34510491119652
"C799","ECOG, ANC, Platelets, Hemoglobin, ALT_AST, HIV_v2, Hepatitis_B_C","1, 2, 3, 4, 5, 9, 10",0.813698736570932,0.0883428495149426,0.219873150105708,1641,0.0278924618554752,0.486007728576435,0,3.34503309336406
"C1271","ECOG, ANC, Platelets, ALT_AST, Total_bilirubin, Creatinine_v5, CNS_metastasis, Autoimmune_disease","1, 2, 3, 5, 6, 7, 8, 11",0.814130172097532,0.0854779269135385,0.221614227086184,1689,0.0179867621842214,0.470005534311864,0,3.34296884366548
"C2012","Platelets, Hemoglobin, ALT_AST, Creatinine_v5, CNS_metastasis, HIV_v2, Hepatitis_B_C, Autoimmune_disease","3, 4, 5, 7, 8, 9, 10, 11",0.812003460753109,0.100412118482961,0.211793020457281,1926,0.0664151185507524,0.477738456748331,0,3.34250217432152
"C825","ECOG, Hemoglobin, ALT_AST, Total_bilirubin, HIV_v2, Hepatitis_B_C","1, 4, 5, 6, 9, 10",0.809669196626256,0.117856988707323,0.221214235868807,1662,0.0653651075850097,0.482446814042691,0,3.34180480851167
"C369","ECOG, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2","1, 5, 6, 7, 9",0.814281786700532,0.0844699600645903,0.220647773279352,1716,0.0153013120650138,0.469869608219356,0,3.34179572135736
"C1913","ECOG, Hemoglobin, ALT_AST, Total_bilirubin, Creatinine_v5, HIV_v2, Hepatitis_B_C, Autoimmune_disease","1, 4, 5, 6, 7, 9, 10, 11",0.811500209455029,0.107053383813939,0.221368715083799,1660,0.051808797621697,0.4827482080341,0,3.3417411984315
"C305","ECOG, ALT_AST, Total_bilirubin, HIV_v2","1, 5, 6, 9",0.814281786700532,0.0844699600645903,0.220647773279352,1716,0.0153013120650138,0.469869608219356,0,3.34053465884624
"C309","ECOG, Platelets, ALT_AST, Total_bilirubin, HIV_v2","1, 3, 5, 6, 9",0.813117554622453,0.0854340571226367,0.22054794520548,1689,0.00409928409222604,0.473740733172447,0,3.3404660654879
