"path_id","criteria","hr_os","selog_hr_os","hr_pfs","selog_hr_pfs","ae","number_of_patients","ease","g_index","sucra_os","sucra_pfs"
"C1755","Histology_Squamous, FirstProgression, Neutrophils, Platelets, AST_v2, ALT_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.570300954366713,0.340862806984206,0.986785174363166,0.163001448660481,0.104477611940299,448,0.0396623756611643,0.715213496241347,4.14488101005554,3.16922688484192
"C1759","Histology_Squamous, FirstProgression, WBC, Neutrophils, Platelets, AST_v2, ALT_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.580374106387562,0.340915871735724,1.02090701824412,0.162331810579374,0.105105105105105,446,0.0307811205411745,0.711169514156879,4.09291982650757,2.95256805419922
"C1691","Histology_Squamous, FirstProgression, Neutrophils, Platelets, ALT_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.605476922149015,0.344472021489381,1.02768629118086,0.162641799416442,0.103857566765579,451,0.0196158090980805,0.71312696963374,3.97196555137634,2.90881443023682
"C1695","Histology_Squamous, FirstProgression, WBC, Neutrophils, Platelets, ALT_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.609239369044808,0.340581688033272,1.00242762413644,0.16138264289428,0.104477611940299,449,0.0404000609645872,0.709645634110665,3.95391798019409,3.05514740943909
"C731","Histology_Squamous, FirstProgression, Neutrophils, Platelets, AST_v2, ALT_v2, CNS_Metastasis, ECOG",0.628161967244542,0.338102462246379,0.981809327019785,0.159481926840783,0.106824925816024,450,0.00802570682702752,0.714463733705254,3.88984298706055,3.19672107696533
"C1693","Histology_Squamous, WBC, Neutrophils, Platelets, ALT_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.62786917530895,0.336264906696994,1.03191644712927,0.162103027002793,0.104347826086957,460,0.00223785944185773,0.709308705354715,3.8842613697052,2.88270950317383
"C1689","Histology_Squamous, Neutrophils, Platelets, ALT_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.624232202111676,0.339505537354291,1.01939934359946,0.162193535935419,0.103746397694525,462,0.0085125634183163,0.713327069642097,3.88155341148376,2.94988441467285
"C671","Histology_Squamous, FirstProgression, WBC, Neutrophils, Platelets, ALT_v2, CNS_Metastasis, ECOG",0.634750566783772,0.336431360549436,0.996476546838099,0.159201894283067,0.106824925816024,451,0.0064589446561456,0.708937417183231,3.8410656452179,3.0863790512085
"C667","Histology_Squamous, FirstProgression, Neutrophils, Platelets, ALT_v2, CNS_Metastasis, ECOG",0.639636608183479,0.338208880204813,1.0290946058307,0.159232055827258,0.106194690265487,453,0.0154300995420951,0.712506238333174,3.80401539802551,2.88850569725037
"C735","Histology_Squamous, FirstProgression, WBC, Neutrophils, Platelets, AST_v2, ALT_v2, CNS_Metastasis, ECOG",0.655480852252216,0.337242806557908,1.04852496412983,0.161191514737191,0.107462686567164,448,0.0144073317882369,0.710690092324315,3.74945116043091,2.78671097755432
"C1627","Histology_Squamous, FirstProgression, Neutrophils, Platelets, AST_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.664311639239012,0.333269450749992,1.10276740855919,0.158345856720272,0.102941176470588,456,0.0814111924711605,0.714255535962105,3.71061015129089,2.46611952781677
"C1563","Histology_Squamous, FirstProgression, Neutrophils, Platelets, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.679364235597005,0.313163760061277,1.0967025607022,0.155283482354799,0.102564102564103,470,0.0846561790064759,0.719529144871067,3.67793679237366,2.51644563674927
"C1243","Histology_Squamous, FirstProgression, Neutrophils, Platelets, AST_v2, ALT_v2, PDL1.exclude.Docetaxel, ECOG",0.673173882488565,0.334693044407361,1.12521598719461,0.158547290285484,0.104477611940299,449,0.145964861570886,0.712711586726316,3.66057109832764,2.33378577232361
"C1179","Histology_Squamous, FirstProgression, Neutrophils, Platelets, ALT_v2, PDL1.exclude.Docetaxel, ECOG",0.675155807350202,0.333249821409906,1.12389634782483,0.158129914939057,0.103857566765579,452,0.148942300692444,0.71101560331587,3.65898251533508,2.35671019554138
"C1567","Histology_Squamous, FirstProgression, WBC, Neutrophils, Platelets, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.680911777939912,0.312185276349715,1.03061854128749,0.155181951081549,0.103151862464183,468,0.0404818853466789,0.717156361574391,3.65615129470825,2.89069318771362
"C1817","Histology_Squamous, Neutrophils, Platelets, Bilirubin_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.688706413162967,0.319879064262611,1.1976702320479,0.167026363217273,0.101796407185629,442,0.0947206596994714,0.704697972376822,3.60854458808899,1.95752477645874
"C1247","Histology_Squamous, FirstProgression, WBC, Neutrophils, Platelets, AST_v2, ALT_v2, PDL1.exclude.Docetaxel, ECOG",0.693945054727335,0.331428647634001,1.13161650471847,0.158230716078506,0.105105105105105,447,0.150946621469158,0.708307216204604,3.58406448364258,2.30918097496033
"C1757","Histology_Squamous, WBC, Neutrophils, Platelets, AST_v2, ALT_v2, CNS_Metastasis, PDL1.exclude.Docetaxel, ECOG",0.691080489421461,0.331613086640819,1.09597039647395,0.161819268606474,0.104956268221574,457,0.0628718793594993,0.710507440800811,3.57697367668152,2.50785779953003
"C669","Histology_Squamous, WBC, Neutrophils, Platelets, ALT_v2, CNS_Metastasis, ECOG",0.691084474959232,0.333126960165354,1.10467273120707,0.162927666027425,0.106628242074928,462,0.030558980901549,0.709202182267028,3.57603740692139,2.45316004753113
