"path_id","criteria","hr_os","selog_hr_os","ae","number_of_patients","ease","g_index","sucra_os"
"C243","Neutrophils, Platelets, AST, ALT, hpv_test, pdl1_tissue, ECOG",0.866574458321799,0.139015574180522,0.208812260536399,609,0.182475578903841,0.883938688410195,18.6829986572266
"C154","Platelets, Bilirubin, AST, pdl1_tissue, ECOG",0.861392274969567,0.108501836856826,0.212792127921279,953,0.055007994686062,0.925434138484304,18.6701507568359
"C77","Neutrophils, Hemoglobin, Bilirubin, hpv_test, ECOG",0.864710335823694,0.136498470486329,0.207272727272727,644,0.219437279259318,0.898648452306689,18.6590423583984
"C161","Neutrophils, ALT, pdl1_tissue, ECOG",0.862437311287831,0.111198797034674,0.200564971751413,830,0.0965369941385712,0.836113316262221,18.6202697753906
"C129","Neutrophils, pdl1_tissue, ECOG",0.865480861250436,0.109712053471496,0.201117318435754,843,0.100818763780317,0.833792478404492,18.5624237060547
"C186","Platelets, Bilirubin, AST, ALT, pdl1_tissue, ECOG",0.862683366193791,0.108740113838419,0.212871287128713,947,0.0420857738602296,0.924470724864471,18.5414276123047
"C163","Neutrophils, Platelets, ALT, pdl1_tissue, ECOG",0.864389817882183,0.112465961295439,0.205621301775147,795,0.0874729193260537,0.838043662211267,18.531982421875
"C58","Platelets, Bilirubin, AST, ALT, ECOG",0.865838649053927,0.108519400162671,0.214975845410628,973,0.0591088673012268,0.934832162724822,18.4533386230469
"C169","Neutrophils, Bilirubin, ALT, pdl1_tissue, ECOG",0.865870748446687,0.112337426397169,0.200860832137733,816,0.111556991529172,0.853797135842914,18.4307250976562
"C50","Platelets, AST, ALT, ECOG",0.865878372931268,0.106903808704978,0.214541120381407,987,0.0474343060892686,0.929300389395566,18.4056854248047
"C211","Neutrophils, Platelets, AST, hpv_test, pdl1_tissue, ECOG",0.869099565764584,0.139300464029179,0.206831119544592,614,0.191532917467507,0.887310673731009,18.3641815185547
"C252","Hemoglobin, Bilirubin, AST, ALT, hpv_test, pdl1_tissue, ECOG",0.866333396273162,0.128758726893233,0.216589861751152,754,0.155500092789808,0.888142891174252,18.3336639404297
"C143","Neutrophils, Platelets, Hemoglobin, Bilirubin, pdl1_tissue, ECOG",0.868129746856734,0.114399101154278,0.208459214501511,778,0.106919960411987,0.850240891631838,18.3224945068359
"C13","Neutrophils, Hemoglobin, Bilirubin, ECOG",0.867131858220053,0.112371448921968,0.204802259887005,834,0.112685078830861,0.856982481909829,18.2486267089844
"C33","Neutrophils, ALT, ECOG",0.864407028306549,0.110530945232977,0.202479338842976,854,0.106349802316395,0.851886166133387,18.2449035644531
"C25","Neutrophils, Bilirubin, AST, ECOG",0.868627620785153,0.112773317246052,0.202513966480447,840,0.113100446580538,0.871232420598475,18.2381591796875
"C205","Neutrophils, Hemoglobin, Bilirubin, hpv_test, pdl1_tissue, ECOG",0.872515053413284,0.136982847765312,0.205607476635514,625,0.213507824021674,0.885330821921806,18.1676483154297
"C185","Neutrophils, Bilirubin, AST, ALT, pdl1_tissue, ECOG",0.867059930384233,0.113042126057087,0.201729106628242,812,0.0932697834100664,0.854752322945905,18.1598663330078
"C108","Hemoglobin, Bilirubin, ALT, hpv_test, ECOG",0.869600234668311,0.127512107532336,0.21758569299553,780,0.172966731589843,0.903208191653844,18.1421661376953
"C153","Neutrophils, Bilirubin, AST, pdl1_tissue, ECOG",0.870071007392394,0.113116889933829,0.200573065902579,816,0.101667540792929,0.857711285758817,18.0751647949219
